visit_grid,avg_ses_2403,avg_ses_1903
146775,26,22
146776,32,27
146777,23,16
146778,32,23
146779,24,31
146780,29,20
146781,22,26
146782,23,19
146783,22,19
146784,21,17
146785,21,21
146786,19,21
146787,17,18
146788,18,18
146789,22,17
146790,19,20
146791,20,21
146792,17,19
146793,18,17
146794,20,17
146795,20,14
146796,20,18
146797,23,21
146798,22,28
146799,21,34
146800,21,25
146801,22,23
146802,25,21
146803,33,18
146804,27,29
146805,25,22
146806,30,31
146807,26,34
146808,35,30
147328,60,65
147329,48,64
147330,24,32
147331,25,43
147332,27,36
147333,26,38
147334,30,41
147335,30,35
147336,36,28
147337,32,37
147338,43,36
147339,35,29
147340,36,34
147341,40,35
147342,36,35
147343,33,34
147344,40,31
147345,34,30
147346,37,31
147347,35,30
147348,33,34
147349,35,34
147350,35,34
147351,40,33
147352,41,36
147353,37,40
147354,41,42
147355,38,37
147356,43,42
147357,42,46
147358,44,53
147359,52,56
147360,45,55
147361,52,47
147362,48,47
147363,50,45
147364,46,55
147365,51,53
147366,53,55
147367,56,53
147368,53,58
147369,49,50
147370,51,57
147371,53,57
147372,53,56
147373,50,57
147374,52,54
147375,56,57
147376,56,60
147377,54,53
147378,56,60
147379,58,61
147380,51,59
147381,59,60
147382,54,58
147383,52,55
147384,50,59
147385,53,56
147386,52,55
147387,57,59
147388,58,55
147389,57,63
147390,55,58
147391,70,65
147392,66,63
147393,66,63
147394,68,65
147395,68,68
147396,65,68
147397,62,65
147398,60,61
147399,65,61
147400,60,61
147401,61,61
147402,60,64
147403,66,64
147404,66,66
147405,63,71
147406,61,63
147407,59,59
147408,61,62
147409,62,65
147410,63,69
147411,66,67
147412,61,71
147413,62,67
147414,57,58
147415,59,57
147416,57,57
147417,62,61
147418,61,57
147419,62,59
147420,56,58
147421,55,56
147422,59,55
147423,59,58
147424,59,58
147425,58,58
147426,51,55
147427,55,56
147428,55,45
147429,51,55
147430,49,54
147431,52,52
147432,51,50
147433,50,50
147434,46,51
147435,48,47
147436,50,48
147437,45,48
147438,45,45
147439,46,47
147440,43,44
147441,43,43
147442,41,42
147443,43,44
147444,46,46
147445,40,39
147446,40,38
147447,41,42
147448,40,42
147449,40,39
147450,42,43
147451,41,44
147452,39,47
147453,43,45
147454,42,42
147455,41,44
147456,37,35
147457,33,38
147458,39,38
147459,40,36
147460,34,36
147461,31,36
147462,34,34
147463,34,28
147464,34,30
147465,29,30
147466,34,34
147467,30,32
147468,32,30
147469,35,33
147470,38,31
147471,40,33
147472,39,33
147473,40,31
147474,30,29
147475,32,26
147476,30,27
147477,29,31
147478,27,37
147479,30,32
147480,32,28
147481,29,28
147482,28,28
147483,32,31
147484,29,32
147485,26,24
147486,28,26
147487,31,22
147488,40,24
147489,41,31
147490,30,18
147491,31,20
147492,35,17
147493,45,20
147494,38,21
147495,25,19
147496,20,16
147497,25,19
147498,26,16
147499,19,18
147500,19,19
147501,20,19
147502,18,19
147503,19,18
147504,21,19
147505,21,22
147506,21,23
147507,22,21
147508,19,22
147509,26,17
147510,19,17
147511,40,26
147512,18,23
147513,23,19
147514,22,25
147515,28,23
147516,27,21
147517,24,20
147518,24,25
147519,25,29
147520,32,31
147521,30,30
147522,39,25
148042,35,48
148043,24,44
148044,34,37
148045,23,38
148046,46,35
148047,21,36
148048,24,36
148049,27,39
148050,28,36
148051,23,32
148052,36,33
148053,39,35
148054,36,39
148055,43,38
148056,36,38
148057,36,38
148058,31,31
148059,30,28
148060,34,31
148061,35,32
148062,33,33
148063,38,39
148064,35,36
148065,39,40
148066,41,41
148067,41,41
148068,40,41
148069,46,44
148070,44,45
148071,40,48
148072,43,46
148073,47,46
148074,51,50
148075,45,51
148076,49,53
148077,52,45
148078,52,46
148079,57,53
148080,54,54
148081,55,53
148082,56,53
148083,52,50
148084,52,54
148085,56,51
148086,54,50
148087,57,54
148088,58,58
148089,57,57
148090,55,61
148091,57,55
148092,53,52
148093,60,64
148094,56,60
148095,59,59
148096,59,66
148097,60,61
148098,59,61
148099,58,60
148100,59,61
148101,61,62
148102,62,65
148103,65,67
148104,62,69
148105,69,63
148106,66,64
148107,69,67
148108,68,71
148109,67,66
148110,66,72
148111,61,65
148112,66,68
148113,64,63
148114,60,60
148115,61,61
148116,62,63
148117,64,67
148118,68,58
148119,64,71
148120,58,66
148121,60,65
148122,57,58
148123,61,66
148124,66,69
148125,62,75
148126,69,68
148127,66,60
148128,61,58
148129,59,62
148130,58,62
148131,56,63
148132,60,65
148133,64,63
148134,59,62
148135,59,60
148136,57,57
148137,54,57
148138,56,54
148139,53,58
148140,54,57
148141,51,55
148142,57,54
148143,53,55
148144,53,56
148145,52,52
148146,53,53
148147,51,52
148148,45,45
148149,47,48
148150,51,50
148151,50,50
148152,45,51
148153,46,51
148154,41,46
148155,43,41
148156,44,42
148157,46,44
148158,44,43
148159,43,45
148160,44,43
148161,38,43
148162,37,41
148163,44,43
148164,43,45
148165,42,38
148166,47,45
148167,37,36
148168,36,38
148169,39,48
148170,42,41
148171,39,37
148172,41,35
148173,46,40
148174,41,37
148175,36,41
148176,36,37
148177,32,32
148178,32,32
148179,31,28
148180,39,38
148181,34,36
148182,36,40
148183,39,47
148184,40,41
148185,40,41
148186,42,38
148187,38,30
148188,35,29
148189,36,29
148190,33,27
148191,34,33
148192,31,32
148193,30,31
148194,33,32
148195,30,31
148196,32,29
148197,31,36
148198,26,30
148199,28,29
148200,29,39
148201,37,33
148202,30,32
148203,28,31
148204,35,35
148205,33,27
148206,27,15
148207,31,34
148208,34,35
148209,30,24
148210,29,17
148211,26,17
148212,19,17
148213,17,18
148214,20,21
148215,19,20
148216,22,23
148217,21,18
148218,21,18
148219,21,19
148220,25,17
148221,20,24
148222,26,24
148223,28,17
148224,26,17
148225,21,16
148226,22,19
148227,22,25
148228,22,19
148229,22,25
148230,27,24
148231,26,23
148232,25,17
148233,24,34
148234,28,32
148235,29,29
148236,34,27
148755,41,48
148756,33,40
148757,20,40
148758,28,40
148759,21,40
148760,31,33
148761,25,29
148762,20,26
148763,23,37
148764,21,34
148765,49,29
148766,33,35
148767,33,34
148768,32,32
148769,39,30
148770,35,31
148771,31,33
148772,40,35
148773,36,31
148774,34,30
148775,35,34
148776,37,37
148777,35,39
148778,31,39
148779,38,38
148780,45,38
148781,40,38
148782,36,31
148783,43,40
148784,47,49
148785,54,45
148786,42,48
148787,47,43
148788,44,49
148789,48,48
148790,48,53
148791,58,53
148792,49,53
148793,54,52
148794,51,57
148795,55,62
148796,59,54
148797,51,52
148798,48,51
148799,53,53
148800,52,53
148801,52,54
148802,54,61
148803,55,62
148804,55,62
148805,57,62
148806,60,63
148807,62,68
148808,58,62
148809,58,62
148810,56,63
148811,60,62
148812,61,62
148813,57,62
148814,59,68
148815,60,70
148816,61,71
148817,62,67
148818,64,70
148819,69,67
148820,67,64
148821,61,74
148822,67,67
148823,67,68
148824,64,70
148825,64,69
148826,68,73
148827,64,71
148828,63,63
148829,65,65
148830,64,65
148831,67,66
148832,66,66
148833,65,68
148834,58,68
148835,59,63
148836,58,59
148837,69,64
148838,68,70
148839,66,45
148840,71,70
148841,67,71
148842,62,64
148843,60,61
148844,59,57
148845,57,75
148846,64,60
148847,61,61
148848,59,60
148849,60,62
148850,59,60
148851,60,65
148852,57,63
148853,58,63
148854,57,60
148855,53,58
148856,54,55
148857,49,52
148858,50,51
148859,58,54
148860,51,53
148861,49,50
148862,44,46
148863,44,46
148864,48,50
148865,47,50
148866,50,47
148867,51,50
148868,44,46
148869,42,42
148870,41,44
148871,44,44
148872,47,45
148873,47,46
148874,41,42
148875,40,40
148876,38,41
148877,39,41
148878,36,42
148879,42,46
148880,40,44
148881,44,44
148882,43,42
148883,39,43
148884,41,45
148885,41,40
148886,41,40
148887,48,41
148888,38,36
148889,33,42
148890,36,31
148891,33,30
148892,33,31
148893,32,30
148894,37,40
148895,38,39
148896,36,34
148897,34,42
148898,36,42
148899,40,37
148900,38,35
148901,39,33
148902,32,32
148903,33,31
148904,32,29
148905,33,37
148906,32,29
148907,36,33
148908,35,27
148909,36,28
148910,30,29
148911,36,32
148912,32,34
148913,36,31
148914,35,33
148915,44,33
148916,37,40
148917,41,29
148918,33,29
148919,30,30
148920,30,20
148921,35,19
148922,41,26
148923,27,24
148924,33,19
148925,20,11
148926,19,17
148927,23,19
148928,24,20
148929,20,23
148930,24,21
148931,23,15
148932,26,21
148933,25,20
148934,23,20
148935,27,28
148936,26,16
148937,23,21
148938,16,20
148939,26,17
148940,25,22
148941,24,21
148942,20,25
148943,26,24
148944,28,22
148945,27,27
148946,24,24
148947,22,27
148948,36,43
148949,28,34
148950,30,39
149468,23,38
149469,47,58
149470,30,51
149471,28,36
149472,34,43
149473,40,32
149474,20,38
149475,22,39
149476,32,33
149477,36,34
149478,34,33
149479,34,37
149480,38,37
149481,26,37
149482,31,32
149483,32,30
149484,37,27
149485,32,37
149486,33,34
149487,38,37
149488,34,30
149489,35,31
149490,34,33
149491,39,38
149492,36,36
149493,34,40
149494,38,46
149495,42,43
149496,42,47
149497,55,47
149498,39,44
149499,42,54
149500,42,55
149501,41,55
149502,49,52
149503,50,53
149504,60,50
149505,58,56
149506,53,50
149507,52,50
149508,54,55
149509,56,59
149510,58,51
149511,54,52
149512,53,54
149513,52,53
149514,54,55
149515,54,55
149516,57,54
149517,56,64
149518,58,61
149519,57,60
149520,60,64
149521,59,60
149522,59,62
149523,61,56
149524,62,54
149525,57,65
149526,63,66
149527,53,66
149528,55,65
149529,56,66
149530,59,66
149531,62,66
149532,62,67
149533,67,63
149534,70,67
149535,69,71
149536,62,71
149537,67,66
149538,64,71
149539,70,71
149540,68,73
149541,67,74
149542,65,72
149543,69,68
149544,63,67
149545,68,71
149546,64,68
149547,66,70
149548,62,70
149549,63,70
149550,53,68
149551,57,70
149552,70,69
149553,66,78
149554,69,69
149555,68,71
149556,60,62
149557,59,55
149558,63,54
149559,64,60
149560,62,61
149561,60,60
149562,60,62
149563,56,60
149564,56,56
149565,55,61
149566,56,63
149567,56,60
149568,59,63
149569,57,66
149570,51,52
149571,52,54
149572,48,53
149573,53,58
149574,51,60
149575,48,55
149576,49,50
149577,48,49
149578,47,51
149579,47,45
149580,49,49
149581,49,49
149582,44,51
149583,44,45
149584,47,44
149585,44,47
149586,45,48
149587,43,43
149588,40,45
149589,44,41
149590,39,41
149591,41,42
149592,40,42
149593,39,42
149594,37,47
149595,44,44
149596,41,45
149597,43,45
149598,42,42
149599,43,45
149600,41,45
149601,40,44
149602,35,37
149603,35,37
149604,33,36
149605,32,31
149606,34,29
149607,37,34
149608,41,39
149609,38,35
149610,37,28
149611,34,29
149612,34,36
149613,35,34
149614,32,35
149615,41,34
149616,33,30
149617,30,32
149618,32,34
149619,31,32
149620,33,33
149621,41,31
149622,36,31
149623,37,28
149624,33,30
149625,31,35
149626,40,38
149627,40,32
149628,38,33
149629,42,34
149630,40,30
149631,34,27
149632,32,35
149633,35,37
149634,36,27
149635,26,19
149636,34,14
149637,34,29
149638,29,22
149639,25,20
149640,22,18
149641,24,23
149642,26,20
149643,30,23
149644,20,22
149645,24,16
149646,21,20
149647,23,26
149648,28,23
149649,28,25
149650,25,29
149651,25,42
149652,22,25
149653,26,22
149654,28,21
149655,24,26
149656,30,25
149657,27,23
149658,31,25
149659,36,26
149660,29,32
149661,23,22
149662,31,28
149663,22,29
149664,30,28
150181,30,44
150182,43,38
150183,62,46
150184,42,50
150185,39,25
150186,34,31
150187,22,36
150188,24,37
150189,32,37
150190,27,38
150191,34,38
150192,35,40
150193,28,36
150194,41,33
150195,22,46
150196,25,42
150197,35,31
150198,34,30
150199,34,30
150200,37,37
150201,34,32
150202,34,31
150203,33,34
150204,35,36
150205,35,40
150206,39,37
150207,40,41
150208,35,41
150209,40,46
150210,44,41
150211,51,50
150212,48,52
150213,47,43
150214,50,60
150215,47,52
150216,51,55
150217,48,51
150218,65,61
150219,52,53
150220,49,53
150221,51,54
150222,51,54
150223,53,57
150224,54,59
150225,56,57
150226,56,54
150227,63,52
150228,55,55
150229,54,59
150230,59,56
150231,58,64
150232,59,64
150233,60,67
150234,57,76
150235,61,71
150236,65,62
150237,62,59
150238,60,69
150239,59,69
150240,53,67
150241,52,69
150242,56,67
150243,56,68
150244,60,73
150245,62,69
150246,62,65
150247,65,66
150248,66,65
150249,67,65
150250,63,72
150251,67,75
150252,66,76
150253,65,73
150254,62,71
150255,63,72
150256,64,72
150257,66,70
150258,64,67
150259,68,67
150260,66,66
150261,67,61
150262,68,75
150263,72,73
150264,69,70
150265,65,72
150266,64,72
150267,70,72
150268,81,74
150269,59,66
150270,57,57
150271,57,58
150272,60,60
150273,57,59
150274,60,63
150275,59,63
150276,58,66
150277,55,61
150278,60,61
150279,56,67
150280,60,65
150281,59,68
150282,51,60
150283,57,61
150284,55,54
150285,54,57
150286,50,54
150287,53,56
150288,51,57
150289,50,51
150290,49,49
150291,47,46
150292,48,49
150293,48,48
150294,48,43
150295,53,49
150296,47,52
150297,48,48
150298,45,47
150299,47,45
150300,45,44
150301,47,44
150302,44,44
150303,45,46
150304,48,45
150305,44,44
150306,43,42
150307,47,44
150308,47,47
150309,48,44
150310,43,43
150311,42,46
150312,46,46
150313,46,43
150314,39,45
150315,39,40
150316,34,39
150317,32,37
150318,35,40
150319,39,36
150320,41,32
150321,38,34
150322,41,34
150323,42,34
150324,43,36
150325,41,37
150326,36,37
150327,34,33
150328,40,36
150329,41,34
150330,36,34
150331,33,28
150332,34,28
150333,32,31
150334,42,33
150335,41,37
150336,37,36
150337,36,36
150338,38,33
150339,35,31
150340,39,31
150341,36,29
150342,42,35
150343,43,32
150344,36,31
150345,44,31
150346,30,32
150347,41,37
150348,36,31
150349,38,13
150350,25,19
150351,25,24
150352,28,20
150353,31,24
150354,24,23
150355,22,21
150356,28,19
150357,34,19
150358,23,19
150359,30,21
150360,24,20
150361,25,23
150362,28,24
150363,26,29
150364,23,24
150365,26,25
150366,26,30
150367,23,31
150368,32,28
150369,31,31
150370,27,29
150371,29,24
150372,27,26
150373,24,26
150374,24,27
150375,21,26
150376,27,27
150377,34,20
150378,23,30
150895,61,44
150896,29,47
150897,41,30
150898,25,25
150899,31,51
150900,56,50
150901,49,43
150902,54,31
150903,53,35
150904,31,48
150905,31,43
150906,32,36
150907,30,31
150908,31,31
150909,34,32
150910,31,42
150911,32,32
150912,31,31
150913,39,32
150914,36,31
150915,37,37
150916,34,34
150917,38,34
150918,34,37
150919,38,39
150920,43,40
150921,36,44
150922,39,47
150923,37,40
150924,44,45
150925,41,45
150926,43,44
150927,46,35
150928,46,60
150929,50,52
150930,56,52
150931,48,53
150932,58,62
150933,54,49
150934,57,44
150935,53,55
150936,57,58
150937,59,60
150938,57,55
150939,56,63
150940,65,59
150941,60,59
150942,60,62
150943,61,60
150944,57,66
150945,66,63
150946,57,68
150947,64,66
150948,59,67
150949,64,68
150950,62,68
150951,60,69
150952,63,60
150953,58,61
150954,58,69
150955,60,70
150956,57,61
150957,56,58
150958,62,71
150959,67,63
150960,67,61
150961,64,71
150962,63,66
150963,65,65
150964,70,71
150965,67,64
150966,64,70
150967,59,69
150968,65,68
150969,62,70
150970,63,66
150971,64,69
150972,69,67
150973,67,69
150974,64,68
150975,65,70
150976,65,69
150977,67,77
150978,69,75
150979,66,71
150980,72,68
150981,75,78
150982,72,61
150983,64,72
150984,57,63
150985,57,62
150986,62,64
150987,63,61
150988,59,65
150989,64,65
150990,60,67
150991,58,68
150992,60,66
150993,52,64
150994,63,68
150995,59,63
150996,53,62
150997,50,51
150998,51,55
150999,53,58
151000,51,55
151001,51,53
151002,52,58
151003,47,49
151004,46,49
151005,44,46
151006,48,51
151007,48,48
151008,48,47
151009,53,51
151010,46,49
151011,48,49
151012,46,47
151013,50,52
151014,47,45
151015,43,43
151016,40,49
151017,43,45
151018,49,47
151019,45,45
151020,48,45
151021,49,42
151022,50,46
151023,47,46
151024,48,44
151025,42,45
151026,42,41
151027,44,42
151028,39,44
151029,45,43
151030,43,39
151031,44,34
151032,42,43
151033,46,39
151034,45,36
151035,39,35
151036,40,33
151037,42,41
151038,41,40
151039,39,35
151040,39,36
151041,39,31
151042,37,29
151043,42,39
151044,36,30
151045,34,28
151046,39,36
151047,37,40
151048,37,33
151049,37,33
151050,38,42
151051,34,34
151052,37,35
151053,38,35
151054,42,31
151055,40,32
151056,42,36
151057,37,28
151058,40,39
151059,36,39
151060,37,38
151061,37,40
151062,40,35
151063,32,28
151064,36,20
151065,27,23
151066,34,17
151067,30,28
151068,21,21
151069,27,21
151070,30,27
151071,31,28
151072,24,26
151073,29,24
151074,32,22
151075,33,23
151076,27,23
151077,31,17
151078,30,18
151079,26,29
151080,23,29
151081,32,32
151082,31,32
151083,28,36
151084,26,26
151085,32,33
151086,29,26
151087,26,28
151088,26,34
151089,25,27
151090,31,26
151091,31,32
151092,25,35
151608,32,52
151609,34,58
151610,36,46
151611,36,29
151612,30,37
151613,30,35
151614,63,38
151615,60,29
151616,51,34
151617,41,38
151618,35,35
151619,32,41
151620,30,38
151621,29,35
151622,32,28
151623,32,32
151624,32,36
151625,28,33
151626,29,31
151627,37,32
151628,37,36
151629,37,36
151630,38,37
151631,36,36
151632,35,38
151633,37,42
151634,40,39
151635,45,40
151636,43,46
151637,48,45
151638,55,45
151639,50,44
151640,47,43
151641,49,45
151642,48,50
151643,56,55
151644,60,55
151645,53,55
151646,54,56
151647,62,50
151648,56,52
151649,59,57
151650,57,57
151651,57,57
151652,54,59
151653,58,61
151654,60,64
151655,58,65
151656,57,60
151657,55,64
151658,55,55
151659,62,61
151660,63,66
151661,62,60
151662,56,56
151663,58,61
151664,61,61
151665,58,61
151666,59,56
151667,60,59
151668,62,64
151669,58,58
151670,60,61
151671,60,62
151672,63,65
151673,59,63
151674,55,55
151675,61,64
151676,65,70
151677,68,72
151678,64,67
151679,61,62
151680,61,62
151681,64,67
151682,60,64
151683,62,63
151684,62,63
151685,62,67
151686,63,67
151687,66,70
151688,67,68
151689,68,72
151690,65,70
151691,64,73
151692,64,69
151693,64,68
151694,66,64
151695,71,71
151696,71,71
151697,63,68
151698,65,66
151699,67,68
151700,65,64
151701,64,64
151702,64,63
151703,60,59
151704,64,63
151705,61,63
151706,59,63
151707,56,63
151708,58,66
151709,57,63
151710,56,58
151711,46,59
151712,56,61
151713,50,57
151714,50,55
151715,49,56
151716,51,56
151717,49,51
151718,46,51
151719,47,47
151720,45,48
151721,46,48
151722,48,49
151723,45,50
151724,47,48
151725,47,49
151726,45,48
151727,45,48
151728,47,48
151729,48,47
151730,47,47
151731,48,46
151732,44,47
151733,40,46
151734,45,47
151735,47,46
151736,51,48
151737,50,50
151738,46,48
151739,42,45
151740,40,43
151741,42,42
151742,45,40
151743,43,44
151744,50,49
151745,44,38
151746,44,41
151747,43,37
151748,39,34
151749,37,39
151750,42,39
151751,37,32
151752,36,38
151753,39,39
151754,36,37
151755,40,31
151756,41,37
151757,42,41
151758,40,40
151759,36,34
151760,37,34
151761,37,34
151762,35,36
151763,33,38
151764,43,40
151765,40,41
151766,35,40
151767,38,36
151768,33,35
151769,36,40
151770,39,34
151771,43,30
151772,35,42
151773,45,39
151774,38,26
151775,31,33
151776,33,32
151777,29,30
151778,26,28
151779,23,28
151780,21,22
151781,29,31
151782,25,24
151783,26,23
151784,28,27
151785,33,33
151786,30,28
151787,26,30
151788,26,22
151789,31,24
151790,33,21
151791,32,17
151792,38,23
151793,31,27
151794,32,21
151795,28,25
151796,35,34
151797,30,32
151798,27,30
151799,20,27
151800,34,23
151801,28,21
151802,35,24
151803,26,26
151804,36,28
151805,22,30
151806,34,26
152321,25,41
152322,51,42
152323,29,43
152324,40,39
152325,33,32
152326,26,36
152327,41,39
152328,30,27
152329,37,29
152330,38,34
152331,44,30
152332,29,34
152333,29,34
152334,34,33
152335,29,34
152336,32,30
152337,34,33
152338,31,31
152339,28,31
152340,30,34
152341,33,31
152342,37,32
152343,34,34
152344,31,33
152345,35,37
152346,39,39
152347,37,36
152348,37,31
152349,41,35
152350,39,42
152351,44,48
152352,43,51
152353,49,53
152354,55,50
152355,48,51
152356,51,48
152357,55,55
152358,58,61
152359,57,56
152360,57,56
152361,53,55
152362,57,56
152363,57,57
152364,59,55
152365,60,60
152366,58,57
152367,58,65
152368,63,59
152369,64,68
152370,60,67
152371,57,59
152372,55,63
152373,59,62
152374,60,64
152375,61,62
152376,59,59
152377,58,61
152378,61,62
152379,55,58
152380,59,57
152381,59,58
152382,58,60
152383,58,60
152384,63,63
152385,58,64
152386,59,65
152387,61,64
152388,58,60
152389,59,62
152390,61,65
152391,62,62
152392,64,66
152393,63,60
152394,61,63
152395,63,69
152396,60,69
152397,60,63
152398,60,62
152399,64,69
152400,70,75
152401,68,76
152402,67,72
152403,70,72
152404,67,71
152405,61,71
152406,68,69
152407,66,68
152408,65,67
152409,66,65
152410,63,65
152411,65,68
152412,66,65
152413,67,70
152414,67,71
152415,64,68
152416,66,70
152417,60,63
152418,56,62
152419,59,58
152420,64,65
152421,55,64
152422,56,67
152423,58,65
152424,54,66
152425,55,59
152426,54,59
152427,51,56
152428,51,54
152429,52,57
152430,54,55
152431,51,54
152432,48,50
152433,49,52
152434,48,57
152435,47,50
152436,49,51
152437,48,53
152438,48,51
152439,49,49
152440,50,51
152441,48,47
152442,49,49
152443,46,49
152444,48,51
152445,47,45
152446,45,48
152447,49,48
152448,47,50
152449,48,50
152450,51,51
152451,49,51
152452,46,53
152453,44,50
152454,42,43
152455,39,41
152456,44,47
152457,43,47
152458,46,47
152459,43,48
152460,44,37
152461,32,39
152462,42,45
152463,42,40
152464,37,37
152465,36,32
152466,37,31
152467,40,38
152468,38,34
152469,38,35
152470,39,35
152471,37,36
152472,39,36
152473,35,34
152474,35,35
152475,42,34
152476,42,36
152477,37,35
152478,39,37
152479,39,39
152480,36,32
152481,31,35
152482,31,32
152483,32,31
152484,41,30
152485,36,37
152486,40,40
152487,37,43
152488,33,44
152489,37,38
152490,35,40
152491,21,34
152492,24,28
152493,28,30
152494,29,27
152495,28,38
152496,28,34
152497,31,27
152498,31,26
152499,30,21
152500,24,32
152501,29,31
152502,31,24
152503,30,22
152504,37,25
152505,35,22
152506,35,26
152507,37,25
152508,32,26
152509,31,26
152510,32,29
152511,32,29
152512,33,25
152513,29,28
152514,29,26
152515,35,25
152516,34,22
152517,41,28
152518,35,37
152519,32,31
153034,23,64
153035,43,38
153036,37,36
153037,34,39
153038,38,47
153039,35,45
153040,39,43
153041,38,39
153042,35,15
153043,32,13
153044,38,26
153045,36,24
153046,29,29
153047,33,32
153048,35,32
153049,33,31
153050,36,33
153051,36,33
153052,30,28
153053,34,30
153054,31,30
153055,34,30
153056,37,33
153057,34,32
153058,35,32
153059,37,34
153060,35,31
153061,34,31
153062,36,35
153063,39,47
153064,50,43
153065,38,53
153066,43,48
153067,52,48
153068,53,45
153069,53,52
153070,54,55
153071,46,57
153072,45,58
153073,54,51
153074,55,56
153075,55,57
153076,52,57
153077,58,60
153078,60,59
153079,57,60
153080,57,62
153081,59,58
153082,62,63
153083,61,61
153084,60,64
153085,60,57
153086,60,60
153087,57,62
153088,64,63
153089,62,62
153090,65,63
153091,64,65
153092,59,66
153093,64,69
153094,61,65
153095,60,64
153096,60,61
153097,57,58
153098,58,64
153099,61,65
153100,60,67
153101,63,67
153102,65,63
153103,59,67
153104,60,63
153105,64,65
153106,67,67
153107,63,68
153108,61,68
153109,67,74
153110,65,74
153111,57,76
153112,66,65
153113,65,70
153114,67,71
153115,69,76
153116,68,77
153117,68,70
153118,72,71
153119,69,72
153120,67,69
153121,69,67
153122,66,71
153123,68,66
153124,67,67
153125,68,66
153126,66,67
153127,63,73
153128,64,71
153129,65,73
153130,62,66
153131,59,60
153132,59,61
153133,62,62
153134,58,66
153135,61,70
153136,59,67
153137,62,67
153138,60,66
153139,56,59
153140,50,57
153141,52,60
153142,51,59
153143,55,57
153144,53,56
153145,51,55
153146,50,52
153147,50,51
153148,47,52
153149,47,49
153150,49,46
153151,49,51
153152,52,53
153153,47,46
153154,47,49
153155,47,49
153156,50,51
153157,49,49
153158,46,44
153159,46,44
153160,47,46
153161,49,49
153162,48,45
153163,47,46
153164,46,46
153165,48,48
153166,45,52
153167,45,54
153168,44,49
153169,42,47
153170,42,43
153171,48,39
153172,45,41
153173,44,44
153174,45,48
153175,39,41
153176,38,43
153177,45,38
153178,35,44
153179,45,38
153180,38,31
153181,32,35
153182,39,25
153183,34,38
153184,35,37
153185,39,31
153186,40,36
153187,34,36
153188,40,36
153189,43,35
153190,46,38
153191,43,34
153192,38,37
153193,37,36
153194,36,38
153195,31,39
153196,31,32
153197,34,32
153198,36,40
153199,40,42
153200,42,40
153201,36,40
153202,36,40
153203,37,44
153204,24,42
153205,32,43
153206,28,33
153207,34,32
153208,33,31
153209,35,34
153210,30,36
153211,34,39
153212,32,30
153213,25,30
153214,29,36
153215,31,28
153216,23,38
153217,30,25
153218,31,24
153219,35,22
153220,28,25
153221,30,28
153222,26,36
153223,26,33
153224,31,28
153225,33,34
153226,24,24
153227,28,26
153228,38,32
153229,37,30
153230,27,26
153231,32,28
153232,24,31
153233,39,41
153747,46,58
153748,40,52
153749,26,43
153750,32,30
153751,35,34
153752,33,19
153753,33,24
153754,36,33
153755,35,45
153756,37,18
153757,26,17
153758,28,23
153759,32,28
153760,33,28
153761,36,29
153762,37,31
153763,41,26
153764,42,26
153765,36,26
153766,39,25
153767,31,26
153768,36,27
153769,39,30
153770,37,32
153771,37,32
153772,44,34
153773,36,34
153774,35,32
153775,35,31
153776,49,38
153777,49,44
153778,46,46
153779,51,47
153780,46,48
153781,52,52
153782,46,58
153783,51,49
153784,52,51
153785,53,55
153786,51,59
153787,52,51
153788,57,63
153789,56,55
153790,50,53
153791,53,56
153792,52,58
153793,56,59
153794,59,64
153795,59,58
153796,63,61
153797,56,59
153798,60,57
153799,57,58
153800,60,59
153801,58,60
153802,54,59
153803,59,62
153804,61,63
153805,61,68
153806,63,66
153807,62,66
153808,64,67
153809,63,63
153810,62,61
153811,60,57
153812,58,59
153813,62,65
153814,64,65
153815,63,67
153816,61,68
153817,60,65
153818,59,69
153819,59,65
153820,64,72
153821,65,71
153822,63,70
153823,63,66
153824,63,68
153825,58,62
153826,60,65
153827,66,64
153828,62,67
153829,68,71
153830,66,75
153831,70,70
153832,68,75
153833,69,75
153834,71,70
153835,64,65
153836,67,71
153837,71,68
153838,67,61
153839,66,64
153840,66,68
153841,69,71
153842,68,70
153843,59,66
153844,62,67
153845,62,65
153846,68,70
153847,58,68
153848,61,64
153849,61,62
153850,63,69
153851,60,68
153852,58,62
153853,58,57
153854,50,58
153855,52,57
153856,54,57
153857,56,59
153858,53,59
153859,53,58
153860,53,59
153861,55,53
153862,50,50
153863,48,45
153864,50,47
153865,50,53
153866,50,48
153867,47,50
153868,50,49
153869,48,50
153870,49,51
153871,51,54
153872,53,51
153873,53,45
153874,52,49
153875,52,49
153876,49,47
153877,44,47
153878,49,48
153879,50,46
153880,53,51
153881,48,49
153882,45,50
153883,43,50
153884,46,45
153885,40,47
153886,47,45
153887,45,42
153888,38,44
153889,38,37
153890,36,39
153891,42,42
153892,33,38
153893,38,36
153894,32,37
153895,39,30
153896,35,33
153897,30,35
153898,40,33
153899,37,38
153900,36,31
153901,35,33
153902,46,38
153903,45,43
153904,43,38
153905,40,40
153906,37,38
153907,39,39
153908,38,37
153909,44,42
153910,36,40
153911,44,41
153912,43,44
153913,46,41
153914,38,39
153915,36,35
153916,33,37
153917,43,36
153918,34,34
153919,31,34
153920,32,34
153921,25,34
153922,23,43
153923,39,40
153924,41,39
153925,40,33
153926,35,25
153927,25,23
153928,24,19
153929,24,20
153930,27,32
153931,23,30
