visit_grid,avg_ses_2403,avg_ses_1903
153932,36,19
153933,30,29
153934,31,35
153935,23,33
153936,22,27
153937,26,28
153938,29,25
153939,28,23
153940,28,28
153941,31,34
153942,40,30
153943,34,19
153944,30,28
153945,33,28
153946,29,21
153947,52,58
154460,48,61
154461,38,57
154462,37,40
154463,38,38
154464,29,44
154465,42,28
154466,31,30
154467,40,21
154468,19,79
154469,28,60
154470,45,40
154471,36,35
154472,34,31
154473,34,31
154474,34,31
154475,36,31
154476,31,32
154477,32,31
154478,32,25
154479,34,27
154480,31,24
154481,37,32
154482,38,29
154483,37,35
154484,38,31
154485,47,37
154486,48,34
154487,36,34
154488,30,35
154489,41,41
154490,42,36
154491,42,37
154492,49,41
154493,47,41
154494,45,47
154495,43,51
154496,43,44
154497,46,45
154498,44,53
154499,48,57
154500,51,59
154501,54,44
154502,58,58
154503,53,58
154504,51,62
154505,57,59
154506,53,55
154507,54,58
154508,52,64
154509,59,63
154510,61,66
154511,59,64
154512,58,60
154513,52,55
154514,53,56
154515,52,59
154516,58,60
154517,59,63
154518,57,63
154519,67,65
154520,54,61
154521,56,61
154522,63,68
154523,62,61
154524,62,62
154525,56,59
154526,62,67
154527,64,62
154528,62,64
154529,57,61
154530,59,64
154531,59,64
154532,60,64
154533,64,63
154534,61,63
154535,62,64
154536,61,66
154537,64,70
154538,58,64
154539,55,61
154540,57,58
154541,62,64
154542,64,69
154543,68,69
154544,67,69
154545,67,72
154546,68,73
154547,70,75
154548,69,79
154549,67,70
154550,69,71
154551,72,70
154552,65,68
154553,68,68
154554,67,67
154555,72,68
154556,67,71
154557,61,73
154558,61,62
154559,59,62
154560,63,68
154561,64,68
154562,63,71
154563,60,63
154564,59,70
154565,60,66
154566,54,62
154567,56,60
154568,51,57
154569,51,58
154570,59,63
154571,53,57
154572,52,56
154573,51,55
154574,50,51
154575,49,52
154576,49,49
154577,45,50
154578,48,55
154579,51,52
154580,49,52
154581,51,48
154582,47,49
154583,52,51
154584,64,49
154585,50,56
154586,47,52
154587,51,53
154588,47,55
154589,52,48
154590,50,49
154591,48,52
154592,49,48
154593,48,51
154594,45,49
154595,46,49
154596,44,49
154597,47,47
154598,39,50
154599,51,44
154600,46,46
154601,39,44
154602,41,39
154603,42,36
154604,43,37
154605,37,35
154606,35,41
154607,43,44
154608,36,36
154609,39,40
154610,43,37
154611,47,32
154612,40,40
154613,40,33
154614,39,34
154615,43,39
154616,47,46
154617,46,47
154618,39,38
154619,41,40
154620,39,35
154621,40,40
154622,42,38
154623,47,40
154624,35,43
154625,40,42
154626,42,37
154627,51,40
154628,34,37
154629,39,38
154630,37,34
154631,46,33
154632,25,38
154633,39,33
154634,26,29
154635,35,27
154636,29,32
154637,41,43
154638,38,40
154639,32,30
154640,34,27
154641,19,30
154642,34,21
154643,23,20
154644,26,25
154645,21,35
154646,24,26
154647,37,29
154648,25,38
154649,30,26
154650,28,23
154651,30,27
154652,31,33
154653,29,24
154654,36,27
154655,31,33
154656,32,37
154657,37,20
154658,34,28
154659,18,23
154660,30,23
154661,58,58
155174,51,56
155175,44,48
155176,36,44
155177,29,27
155178,30,33
155179,39,44
155180,40,25
155181,25,25
155182,21,12
155183,40,17
155184,21,26
155185,38,33
155186,35,34
155187,33,35
155188,33,35
155189,32,31
155190,31,30
155191,32,29
155192,38,26
155193,31,22
155194,41,26
155195,41,33
155196,40,36
155197,35,38
155198,38,35
155199,35,34
155200,39,35
155201,37,31
155202,37,39
155203,40,40
155204,43,36
155205,46,41
155206,45,42
155207,40,44
155208,43,44
155209,45,41
155210,46,40
155211,48,51
155212,51,49
155213,47,50
155214,50,56
155215,57,61
155216,52,58
155217,55,60
155218,52,57
155219,56,60
155220,56,54
155221,57,61
155222,58,57
155223,60,59
155224,59,63
155225,56,65
155226,49,52
155227,54,60
155228,53,57
155229,57,59
155230,58,61
155231,60,66
155232,58,63
155233,57,59
155234,55,61
155235,60,65
155236,64,67
155237,67,63
155238,61,64
155239,57,58
155240,63,60
155241,63,65
155242,61,63
155243,55,56
155244,58,60
155245,62,63
155246,64,69
155247,64,67
155248,64,61
155249,60,62
155250,60,70
155251,60,70
155252,60,65
155253,62,63
155254,63,64
155255,64,62
155256,69,71
155257,64,70
155258,67,74
155259,66,67
155260,60,64
155261,65,70
155262,67,73
155263,66,76
155264,69,67
155265,63,65
155266,65,68
155267,66,67
155268,68,70
155269,65,69
155270,63,67
155271,58,61
155272,66,69
155273,62,67
155274,64,73
155275,59,74
155276,58,74
155277,60,65
155278,60,68
155279,62,64
155280,51,62
155281,57,60
155282,55,61
155283,54,59
155284,59,58
155285,54,53
155286,54,56
155287,53,55
155288,50,53
155289,51,52
155290,49,52
155291,49,52
155292,49,53
155293,48,51
155294,49,51
155295,47,48
155296,52,49
155297,49,50
155298,49,48
155299,49,49
155300,52,52
155301,49,55
155302,43,50
155303,50,47
155304,47,49
155305,49,49
155306,52,50
155307,47,48
155308,50,48
155309,47,47
155310,40,47
155311,46,48
155312,49,52
155313,44,53
155314,51,45
155315,50,48
155316,48,46
155317,42,40
155318,37,38
155319,40,36
155320,45,42
155321,33,39
155322,39,39
155323,34,38
155324,39,35
155325,40,44
155326,47,42
155327,48,44
155328,36,35
155329,47,40
155330,40,33
155331,39,43
155332,30,41
155333,30,41
155334,36,45
155335,35,40
155336,40,35
155337,28,43
155338,28,44
155339,38,44
155340,35,40
155341,55,42
155342,38,43
155343,35,40
155344,24,38
155345,40,35
155346,45,38
155347,28,31
155348,28,35
155349,17,25
155350,29,27
155351,22,41
155352,36,40
155353,31,30
155354,36,27
155355,27,25
155356,33,23
155357,24,21
155358,20,34
155359,23,24
155360,31,21
155361,23,21
155362,30,25
155363,30,30
155364,28,23
155365,29,18
155366,30,29
155367,35,31
155368,34,21
155369,29,29
155370,30,30
155371,36,32
155372,48,20
155373,19,28
155374,27,23
155375,30,34
155888,30,33
155889,30,32
155890,40,43
155891,32,36
155892,36,30
155893,32,28
155894,33,33
155895,29,49
155896,26,16
155897,25,20
155898,31,32
155899,24,27
155900,30,25
155901,33,33
155902,32,27
155903,29,42
155904,37,33
155905,46,36
155906,31,34
155907,34,24
155908,33,28
155909,36,28
155910,41,28
155911,38,37
155912,37,37
155913,37,35
155914,38,30
155915,41,38
155916,45,41
155917,37,41
155918,40,36
155919,41,52
155920,44,36
155921,38,39
155922,41,46
155923,50,50
155924,46,41
155925,50,46
155926,53,49
155927,54,55
155928,46,53
155929,47,57
155930,49,56
155931,54,59
155932,49,48
155933,51,56
155934,57,59
155935,59,61
155936,56,57
155937,58,61
155938,58,58
155939,56,59
155940,50,62
155941,56,59
155942,53,61
155943,57,64
155944,56,61
155945,61,64
155946,62,66
155947,62,63
155948,60,62
155949,63,63
155950,69,63
155951,65,62
155952,65,62
155953,60,60
155954,59,60
155955,66,67
155956,63,69
155957,61,65
155958,60,60
155959,59,60
155960,58,62
155961,63,67
155962,63,60
155963,63,54
155964,63,54
155965,65,67
155966,68,69
155967,66,68
155968,64,64
155969,63,65
155970,63,67
155971,65,76
155972,64,68
155973,67,74
155974,68,69
155975,64,71
155976,67,71
155977,72,74
155978,72,76
155979,71,70
155980,64,64
155981,68,68
155982,65,61
155983,66,63
155984,63,67
155985,59,61
155986,67,66
155987,69,70
155988,54,69
155989,55,67
155990,62,75
155991,63,77
155992,59,66
155993,59,62
155994,59,67
155995,56,57
155996,54,62
155997,55,61
155998,59,60
155999,57,58
156000,53,58
156001,54,54
156002,53,53
156003,52,51
156004,53,55
156005,47,53
156006,45,53
156007,51,58
156008,52,57
156009,53,54
156010,54,54
156011,52,50
156012,52,51
156013,49,51
156014,52,54
156015,46,56
156016,46,50
156017,49,48
156018,49,48
156019,53,49
156020,51,49
156021,50,51
156022,48,47
156023,41,45
156024,43,45
156025,46,48
156026,49,53
156027,51,54
156028,41,44
156029,51,50
156030,46,54
156031,43,49
156032,42,40
156033,39,39
156034,43,45
156035,39,39
156036,42,29
156037,47,43
156038,43,39
156039,46,37
156040,50,40
156041,46,40
156042,39,28
156043,36,34
156044,40,37
156045,38,38
156046,41,43
156047,39,45
156048,35,31
156049,39,35
156050,42,47
156051,45,30
156052,27,40
156053,27,47
156054,33,49
156055,49,43
156056,37,41
156057,37,37
156058,42,43
156059,38,34
156060,39,39
156061,19,32
156062,39,27
156063,26,36
156064,32,42
156065,21,36
156066,30,36
156067,34,26
156068,24,23
156069,28,25
156070,26,22
156071,36,24
156072,24,27
156073,23,27
156074,24,22
156075,22,21
156076,22,17
156077,20,29
156078,32,24
156079,28,24
156080,39,33
156081,33,26
156082,39,32
156083,36,30
156084,31,24
156085,32,23
156086,43,30
156087,35,23
156088,19,29
156089,22,19
156601,35,33
156602,44,33
156603,36,42
156604,31,33
156605,28,29
156606,25,41
156607,32,30
156608,32,29
156609,35,35
156610,25,44
156611,26,16
156612,36,33
156613,25,29
156614,35,58
156615,26,29
156616,42,18
156617,34,27
156618,30,24
156619,31,28
156620,40,44
156621,37,38
156622,30,42
156623,40,31
156624,35,28
156625,39,34
156626,38,36
156627,42,32
156628,35,36
156629,41,36
156630,43,29
156631,42,43
156632,47,40
156633,45,49
156634,44,40
156635,43,47
156636,52,46
156637,45,37
156638,49,56
156639,55,58
156640,57,42
156641,57,40
156642,64,52
156643,47,45
156644,52,57
156645,53,56
156646,61,50
156647,52,51
156648,57,54
156649,55,55
156650,55,50
156651,55,67
156652,59,63
156653,56,57
156654,58,58
156655,57,58
156656,53,60
156657,59,61
156658,60,61
156659,62,63
156660,62,62
156661,65,69
156662,65,63
156663,63,64
156664,63,63
156665,62,64
156666,67,65
156667,65,66
156668,65,62
156669,65,64
156670,61,70
156671,67,70
156672,56,65
156673,51,52
156674,56,60
156675,59,63
156676,60,60
156677,58,54
156678,58,61
156679,64,62
156680,62,66
156681,63,65
156682,64,66
156683,60,65
156684,63,69
156685,66,70
156686,62,67
156687,67,73
156688,70,73
156689,70,73
156690,70,73
156691,67,73
156692,67,79
156693,67,73
156694,70,76
156695,73,73
156696,66,71
156697,67,64
156698,62,70
156699,57,64
156700,65,73
156701,65,72
156702,62,68
156703,55,67
156704,61,68
156705,60,75
156706,60,73
156707,58,62
156708,59,64
156709,54,56
156710,55,61
156711,57,60
156712,58,63
156713,59,62
156714,55,59
156715,53,55
156716,56,53
156717,54,54
156718,52,50
156719,54,54
156720,50,54
156721,50,49
156722,48,56
156723,50,54
156724,50,52
156725,53,54
156726,50,52
156727,53,52
156728,43,51
156729,53,56
156730,50,54
156731,48,51
156732,48,47
156733,49,47
156734,47,52
156735,52,52
156736,46,50
156737,40,49
156738,42,45
156739,41,51
156740,43,50
156741,46,51
156742,42,48
156743,44,45
156744,58,45
156745,49,54
156746,43,48
156747,42,41
156748,39,33
156749,36,39
156750,38,37
156751,40,31
156752,36,39
156753,36,36
156754,32,34
156755,34,36
156756,41,42
156757,31,35
156758,35,39
156759,41,30
156760,34,33
156761,39,38
156762,31,39
156763,39,45
156764,26,45
156765,36,43
156766,39,36
156767,38,44
156768,47,60
156769,51,38
156770,25,33
156771,45,29
156772,30,39
156773,41,51
156774,39,46
156775,30,35
156776,25,41
156777,25,20
156778,47,36
156779,26,28
156780,32,52
156781,27,35
156782,22,25
156783,30,17
156784,24,31
156785,22,47
156786,26,36
156787,21,35
156788,23,24
156789,27,30
156790,21,22
156791,25,20
156792,25,28
156793,35,23
156794,39,28
156795,35,31
156796,44,32
156797,33,28
156798,26,19
156799,38,19
156800,43,28
156801,51,32
156802,22,28
156803,40,33
157315,33,33
157316,28,25
157317,30,33
157318,42,32
157319,22,31
157320,19,40
157321,33,38
157322,31,38
157323,40,33
157324,32,27
157325,40,31
157326,42,19
157327,31,29
157328,28,21
157329,31,23
157330,25,21
157331,23,18
157332,31,27
157333,27,30
157334,29,30
157335,35,32
157336,46,36
157337,35,35
157338,39,41
157339,38,34
157340,39,39
157341,44,43
157342,36,30
157343,43,36
157344,40,31
157345,38,36
157346,48,47
157347,45,48
157348,38,40
157349,33,55
157350,45,55
157351,49,54
157352,53,56
157353,49,49
157354,57,47
157355,52,60
157356,50,58
157357,57,53
157358,58,55
157359,58,60
157360,64,57
157361,54,59
157362,57,64
157363,53,57
157364,58,54
157365,60,64
157366,60,67
157367,55,57
157368,58,58
157369,59,60
157370,59,61
157371,57,65
157372,64,65
157373,64,64
157374,62,67
157375,62,69
157376,62,71
157377,62,62
157378,61,63
157379,60,67
157380,66,61
157381,67,69
157382,65,60
157383,61,66
157384,67,69
157385,64,71
157386,61,69
157387,61,65
157388,65,62
157389,62,60
157390,59,59
157391,57,57
157392,59,62
157393,59,62
157394,61,61
157395,59,66
157396,56,60
157397,57,62
157398,63,69
157399,67,67
157400,58,68
157401,59,66
157402,66,72
157403,69,72
157404,72,77
157405,70,75
157406,67,80
157407,67,78
157408,72,77
157409,66,63
157410,61,69
157411,63,66
157412,65,68
157413,62,67
157414,66,71
157415,63,69
157416,64,65
157417,63,66
157418,62,67
157419,57,68
157420,65,69
157421,63,66
157422,57,63
157423,57,62
157424,51,58
157425,54,58
157426,57,59
157427,59,58
157428,54,57
157429,53,58
157430,50,57
157431,53,55
157432,52,59
157433,53,54
157434,54,54
157435,54,52
157436,54,56
157437,53,54
157438,50,51
157439,52,55
157440,53,52
157441,52,56
157442,54,55
157443,51,59
157444,49,64
157445,46,60
157446,50,49
157447,50,50
157448,48,55
157449,47,51
157450,45,45
157451,44,48
157452,47,45
157453,48,49
157454,44,46
157455,43,48
157456,44,43
157457,37,45
157458,33,43
157459,44,45
157460,44,42
157461,39,49
157462,44,47
157463,42,41
157464,45,34
157465,48,51
157466,43,43
157467,36,42
157468,41,37
157469,32,43
157470,42,28
157471,37,37
157472,39,35
157473,36,29
157474,45,32
157475,38,37
157476,37,47
157477,37,38
157478,43,35
157479,48,47
157480,44,41
157481,36,44
157482,33,36
157483,38,34
157484,40,35
157485,28,47
157486,18,31
157487,39,42
157488,28,43
157489,33,34
157490,30,40
157491,27,31
157492,16,27
157493,27,25
157494,20,22
157495,22,59
157496,32,25
157497,32,23
157498,23,38
157499,28,23
157500,32,21
157501,45,29
157502,29,30
157503,23,29
157504,28,25
157505,29,27
157506,32,37
157507,32,32
157508,29,30
157509,30,26
157510,21,25
157511,24,28
157512,20,16
157513,27,18
157514,22,22
157515,42,24
157516,19,27
158029,37,29
158030,30,25
158031,29,27
158032,35,27
158033,32,25
158034,29,36
158035,36,23
158036,23,27
158037,30,36
158038,28,25
158039,28,37
158040,45,34
158041,29,29
158042,25,18
158043,25,29
158044,46,21
158045,35,25
158046,30,23
158047,27,20
158048,29,31
158049,38,46
158050,33,36
158051,32,39
158052,34,42
158053,44,40
158054,28,42
158055,26,31
158056,35,35
158057,40,38
158058,49,41
158059,40,45
158060,46,44
158061,51,44
158062,43,42
158063,57,44
158064,54,52
158065,56,53
158066,60,42
158067,55,42
158068,54,60
158069,50,62
158070,54,49
158071,59,52
158072,60,67
158073,66,67
158074,61,63
158075,60,60
158076,62,63
158077,56,59
158078,62,54
158079,58,57
158080,61,74
158081,61,63
158082,60,59
158083,62,54
158084,61,64
158085,58,68
158086,57,68
158087,56,62
158088,60,64
158089,61,69
158090,62,68
158091,62,63
158092,64,68
158093,60,63
158094,61,66
158095,63,66
158096,63,64
158097,65,67
158098,67,68
158099,65,69
158100,63,61
158101,67,66
158102,62,64
158103,62,65
158104,65,63
158105,63,59
158106,64,59
158107,65,66
158108,57,59
158109,62,63
158110,61,63
158111,61,63
158112,66,67
158113,64,70
158114,63,70
158115,68,68
158116,68,71
158117,65,62
158118,64,71
158119,70,73
158120,88,82
158121,70,79
158122,68,70
158123,64,70
158124,63,75
158125,65,70
158126,68,68
158127,66,68
158128,65,71
158129,64,71
158130,64,66
158131,65,70
158132,61,68
158133,59,67
158134,65,63
158135,61,63
158136,59,69
158137,57,64
158138,53,61
158139,51,63
158140,58,61
158141,58,58
158142,53,57
158143,53,56
158144,54,54
158145,50,48
158146,50,60
158147,49,53
158148,49,49
158149,51,53
158150,49,56
158151,54,52
158152,52,50
158153,51,52
158154,52,53
158155,50,56
158156,49,57
158157,51,53
158158,48,55
158159,59,59
158160,49,53
158161,47,54
158162,50,59
158163,56,54
158164,48,50
158165,48,51
158166,46,48
158167,50,47
158168,51,49
158169,53,51
158170,43,48
158171,41,52
158172,39,46
158173,44,43
158174,42,42
158175,43,47
158176,39,42
158177,47,32
158178,43,45
158179,41,51
158180,52,45
158181,38,40
158182,41,37
158183,28,46
158184,40,38
158185,31,39
158186,38,34
158187,41,33
158188,36,34
158189,36,41
158190,34,48
158191,36,48
158192,43,38
158193,44,51
158194,37,38
158195,35,46
158196,29,44
158197,19,49
158198,32,38
158199,37,37
158200,42,30
158201,29,38
158202,27,40
158203,36,40
158204,21,38
158205,24,47
158206,26,27
158207,23,28
158208,25,26
158209,14,29
158210,43,36
158211,45,36
158212,41,39
158213,28,44
158214,35,35
158215,32,21
158216,35,30
158217,25,25
158218,27,28
158219,35,35
158220,40,37
