visit_grid,ses2,distance
169616,2,14758
169616,3,14264
169616,4,18123
169617,1,14861
169617,2,14724
169617,3,16523
169617,4,19425
169618,1,14115
169618,2,15140
169618,3,15745
169618,4,19216
169619,1,13546
169619,2,14439
169619,3,15515
169619,4,19023
169620,1,15856
169620,2,16520
169620,3,15599
169620,4,20263
169621,1,17401
169621,2,14789
169621,3,16780
169621,4,20474
169622,1,13322
169622,2,16093
169622,3,15653
169622,4,21356
169623,1,12965
169623,2,15528
169623,3,16088
169623,4,22718
169624,1,12502
169624,2,14252
169624,3,17095
169624,4,20561
169625,1,12746
169625,2,14823
169625,3,18044
169625,4,21976
169626,1,16795
169626,2,16492
169626,3,18148
169626,4,24068
169627,1,16680
169627,2,16424
169627,3,18556
169627,4,22109
169628,1,16391
169628,2,16720
169628,3,18891
169628,4,21873
169629,1,16767
169629,2,19589
169629,3,18876
169629,4,22313
169630,1,15640
169630,2,20035
169630,3,22100
169630,4,22093
169631,1,13880
169631,2,16192
169631,3,19924
169631,4,22769
169632,1,13213
169632,2,23986
169632,3,20911
169632,4,27234
169633,1,9939
169633,2,14861
169633,3,20550
169633,4,25474
169634,1,11694
169634,2,16581
169634,3,21213
169634,4,25082
169635,1,10650
169635,2,20297
169635,3,16016
169635,4,27940
169636,1,10199
169636,2,19226
169636,3,19780
169636,4,24420
169637,1,12531
169637,2,15576
169637,3,23837
169637,4,25048
169638,1,11385
169638,2,17124
169638,3,25555
169638,4,25649
169639,1,7899
169639,2,14509
169639,3,22266
169639,4,26594
169640,1,9527
169640,2,18019
169640,3,20684
169640,4,29076
169641,1,14991
169641,2,19384
169641,3,19324
169641,4,27277
169642,1,10262
169642,2,16282
169642,3,22526
169642,4,26747
169643,1,12158
169643,2,16704
169643,3,26445
169643,4,27636
169644,1,12761
169644,2,16551
169644,3,21895
169644,4,26970
169645,1,10731
169645,2,19147
169645,3,23963
169645,4,27341
169646,1,15267
169646,2,19040
169646,3,23814
169646,4,27740
169647,1,13067
169647,2,17252
169647,3,22540
169647,4,26337
169648,1,14233
169648,2,20540
169648,3,22847
169648,4,26319
169649,1,11494
169649,2,20570
169649,3,21693
169649,4,31497
169650,1,9038
169650,2,22317
169650,3,24318
169650,4,28663
169651,1,13245
169651,2,20283
169651,3,22084
169651,4,30177
169652,1,10484
169652,2,21722
169652,3,25455
169652,4,29849
169653,1,13971
169653,2,22289
169653,3,25738
169653,4,28397
169654,1,13408
169654,2,14365
169654,3,28361
169654,4,30973
169655,1,15466
169655,2,22087
169655,3,25574
169655,4,28912
169656,1,17390
169656,2,24829
169656,3,27247
169656,4,36165
170160,1,16332
170160,2,23281
170160,3,23368
170160,4,21763
170161,1,11408
170161,2,25101
170161,3,24779
170161,4,21613
170162,1,20507
170162,2,17128
170162,3,24033
170162,4,23057
170163,1,11480
170163,2,19751
170163,3,29991
170163,4,20112
170164,1,12708
170164,2,22471
170164,3,21004
170164,4,18160
170165,1,7960
170165,2,24627
170165,3,28343
170165,4,19293
170166,1,4738
170166,2,17677
170166,3,23000
170166,4,20099
170167,1,11391
170167,2,16215
170167,3,17449
170167,4,21576
170168,1,9624
170168,2,12135
170168,3,16262
170168,4,20571
170169,1,14984
170169,2,13088
170169,3,25635
170169,4,21496
170170,1,18539
170170,2,14737
170170,3,23244
170170,4,24397
170171,1,23459
170171,2,16011
170171,3,13903
170171,4,21593
170172,1,16836
170172,2,19280
170172,3,15793
170172,4,18300
170173,1,27761
170173,2,8055
170173,3,13586
170173,4,21043
170174,1,11041
170174,2,13570
170174,3,16854
170174,4,27004
170175,1,9836
170175,2,11202
170175,3,19223
170175,4,28646
170176,1,12589
170176,2,22652
170176,3,17175
170176,4,18958
170177,1,18739
170177,2,15849
170177,3,18362
170177,4,18575
170178,1,6784
170178,2,14658
170178,3,19807
170178,4,16534
170179,1,14556
170179,2,17201
170179,3,19650
170179,4,19006
170180,1,19064
170180,2,20829
170180,3,15050
170180,4,13645
170181,1,10676
170181,2,19303
170181,3,16096
170181,4,15621
170182,1,9794
170182,2,14261
170182,3,18751
170182,4,22599
170183,1,19021
170183,2,16556
170183,3,21113
170183,4,15197
170184,1,16457
170184,2,12080
170184,3,22384
170184,4,15438
170185,1,12995
170185,2,18399
170185,3,16435
170185,4,16305
170186,1,11368
170186,2,17034
170186,3,17483
170186,4,15719
170187,1,21024
170187,2,18472
170187,3,17983
170187,4,17533
170188,1,23586
170188,2,16546
170188,3,18252
170188,4,17388
170189,1,17432
170189,2,20140
170189,3,16330
170189,4,16458
170190,1,18358
170190,2,18441
170190,3,16047
170190,4,15363
170191,1,15329
170191,2,16738
170191,3,16211
170191,4,14310
170192,1,24942
170192,2,20738
170192,3,15820
170192,4,14276
170193,1,22425
170193,2,19401
170193,3,16289
170193,4,15371
170194,1,20216
170194,2,17910
170194,3,15020
170194,4,13412
170195,1,17059
170195,2,18516
170195,3,15168
170195,4,13779
170196,1,18950
170196,2,17130
170196,3,11939
170196,4,14249
170197,1,20628
170197,2,16501
170197,3,14168
170197,4,13145
170198,1,19731
170198,2,16036
170198,3,14435
170198,4,12613
170199,1,21113
170199,2,18307
170199,3,14483
170199,4,13041
170200,1,20244
170200,2,17688
170200,3,13955
170200,4,12917
170201,1,20415
170201,2,17364
170201,3,13701
170201,4,12645
170202,1,21081
170202,2,18146
170202,3,14032
170202,4,12682
170203,1,20552
170203,2,16529
170203,3,13406
170203,4,11840
170204,1,18751
170204,2,16691
170204,3,12710
170204,4,11537
170205,1,21120
170205,2,16806
170205,3,13005
170205,4,11913
170206,1,21172
170206,2,17317
170206,3,12769
170206,4,12166
170207,1,22695
170207,2,18185
170207,3,13660
170207,4,12217
170208,1,21916
170208,2,16791
170208,3,11808
170208,4,10898
170209,1,21056
170209,2,16001
170209,3,12146
170209,4,10384
170210,1,19836
170210,2,13918
170210,3,10217
170210,4,9968
170211,1,20835
170211,2,14191
170211,3,10412
170211,4,8596
170212,1,19173
170212,2,14909
170212,3,10612
170212,4,9457
170213,1,19416
170213,2,15661
170213,3,10338
170213,4,9158
170214,1,20843
170214,2,15566
170214,3,11304
170214,4,9435
170215,1,20322
170215,2,16229
170215,3,10982
170215,4,9595
170216,1,19446
170216,2,15239
170216,3,10388
170216,4,8971
170217,1,18957
170217,2,14117
170217,3,9487
170217,4,8345
170218,1,20635
170218,2,15226
170218,3,9479
170218,4,7555
170219,1,20007
170219,2,15628
170219,3,10109
170219,4,8152
170220,1,19750
170220,2,15290
170220,3,10701
170220,4,7943
170221,1,20491
170221,2,15629
170221,3,10095
170221,4,8100
170222,1,20704
170222,2,15799
170222,3,10148
170222,4,8594
170223,1,21326
170223,2,15749
170223,3,10840
170223,4,8750
170224,1,20150
170224,2,14892
170224,3,9549
170224,4,7653
170225,1,20269
170225,2,14913
170225,3,8578
170225,4,6566
170226,1,20528
170226,2,15037
170226,3,9036
170226,4,7153
170227,1,20152
170227,2,14873
170227,3,9287
170227,4,6809
170228,1,19421
170228,2,14530
170228,3,9308
170228,4,7180
170229,1,19406
170229,2,15646
170229,3,9135
170229,4,6805
170230,1,20495
170230,2,15461
170230,3,9831
170230,4,7525
170231,1,21033
170231,2,15635
170231,3,10061
170231,4,7834
170232,1,23010
170232,2,16611
170232,3,11050
170232,4,8670
170233,1,22762
170233,2,16275
170233,3,10891
170233,4,8511
170234,1,22805
170234,2,16452
170234,3,10937
170234,4,8521
170235,1,23119
170235,2,16482
170235,3,10867
170235,4,8478
170236,1,22101
170236,2,15669
170236,3,10103
170236,4,7825
170237,1,21884
170237,2,15371
170237,3,9800
170237,4,7507
170238,1,21862
170238,2,15478
170238,3,9842
170238,4,7637
170239,1,21650
170239,2,15224
170239,3,9789
170239,4,7520
170240,1,21167
170240,2,14939
170240,3,9355
170240,4,7051
170241,1,20752
170241,2,14972
170241,3,9448
170241,4,7097
170242,1,20869
170242,2,14781
170242,3,9129
170242,4,7020
170243,1,19780
170243,2,14330
170243,3,8588
170243,4,6673
170244,1,19661
170244,2,14585
170244,3,8372
170244,4,6454
170245,1,20396
170245,2,14020
170245,3,8042
170245,4,6284
170246,1,20808
170246,2,14667
170246,3,8732
170246,4,6926
170247,1,20690
170247,2,13993
170247,3,8652
170247,4,6899
170248,1,21891
170248,2,15030
170248,3,9434
170248,4,7363
170249,1,22505
170249,2,15353
170249,3,9799
170249,4,7577
170250,1,22424
170250,2,15297
170250,3,9725
170250,4,7519
170251,1,22028
170251,2,14963
170251,3,9405
170251,4,7374
170252,1,21054
170252,2,14496
170252,3,9039
170252,4,7222
170253,1,20961
170253,2,14414
170253,3,8869
170253,4,7231
170254,1,20907
170254,2,14209
170254,3,8703
170254,4,7149
170255,1,20518
170255,2,13962
170255,3,8438
170255,4,7020
170256,1,20658
170256,2,14061
170256,3,8543
170256,4,7136
170257,1,20814
170257,2,14156
170257,3,8941
170257,4,7263
170258,1,20522
170258,2,13680
170258,3,8513
170258,4,7201
170259,1,20182
170259,2,13463
170259,3,8199
170259,4,7114
170260,1,19891
170260,2,13520
170260,3,8154
170260,4,7124
170261,1,19991
170261,2,13426
170261,3,8296
170261,4,7177
170262,1,19888
170262,2,13374
170262,3,8106
170262,4,7281
170263,1,20070
170263,2,13178
170263,3,8163
170263,4,7382
170264,1,19718
170264,2,13296
170264,3,8234
170264,4,7440
170265,1,19162
170265,2,12939
170265,3,7940
170265,4,7195
170266,1,20336
170266,2,13563
170266,3,8858
170266,4,7869
170267,1,20237
170267,2,13323
170267,3,8560
170267,4,7903
170268,1,19460
170268,2,13186
170268,3,8338
170268,4,7796
170269,1,19588
170269,2,12799
170269,3,7581
170269,4,7619
170270,1,19707
170270,2,13287
170270,3,8558
170270,4,8127
170271,1,19709
170271,2,13203
170271,3,8566
170271,4,8238
170272,1,20104
170272,2,13475
170272,3,9161
170272,4,8459
170273,1,19937
170273,2,12846
170273,3,8608
170273,4,8399
170274,1,19480
170274,2,12597
170274,3,8397
170274,4,8493
170275,1,19844
170275,2,12946
170275,3,8618
170275,4,8701
170276,1,19769
170276,2,12972
170276,3,8564
170276,4,8611
170277,1,19114
170277,2,12344
170277,3,8424
170277,4,8802
170278,1,18481
170278,2,11684
170278,3,8056
170278,4,8539
170279,1,18262
170279,2,11492
170279,3,7762
170279,4,8565
170280,1,18516
170280,2,11252
170280,3,7853
170280,4,8888
170281,1,18265
170281,2,11214
170281,3,7997
170281,4,9060
170282,1,18532
170282,2,11534
170282,3,8143
170282,4,9241
170283,1,18848
170283,2,12306
170283,3,8977
170283,4,9717
170284,1,19032
170284,2,11092
170284,3,8050
170284,4,9411
170285,1,18873
170285,2,11700
170285,3,8925
170285,4,9658
170286,1,18324
170286,2,11072
170286,3,8865
170286,4,9948
170287,1,18207
170287,2,11280
170287,3,8782
170287,4,9933
170288,1,18820
170288,2,12490
170288,3,9649
170288,4,10414
170289,1,18899
170289,2,12732
170289,3,10145
170289,4,10648
170290,1,19353
170290,2,12758
170290,3,10228
170290,4,10823
170291,1,19267
170291,2,12896
170291,3,10451
170291,4,11239
170292,1,19148
170292,2,13070
170292,3,10487
170292,4,11196
170293,1,18068
170293,2,12157
170293,3,10263
170293,4,11337
170294,1,18577
170294,2,12574
170294,3,10818
170294,4,11677
170295,1,19845
170295,2,14284
170295,3,11642
170295,4,12191
170296,1,19060
170296,2,13764
170296,3,11747
170296,4,12400
170297,1,18149
170297,2,13070
170297,3,11470
170297,4,12383
170298,1,18626
170298,2,12843
170298,3,11274
170298,4,12261
170299,1,19005
170299,2,13543
170299,3,11911
170299,4,12451
170300,1,18400
170300,2,12709
170300,3,11296
170300,4,12951
170301,1,17817
170301,2,12073
170301,3,10699
170301,4,12994
170302,1,17729
170302,2,11094
170302,3,10851
170302,4,12939
170303,1,15558
170303,2,11543
170303,3,10330
170303,4,13738
170304,1,15079
170304,2,10608
170304,3,10280
170304,4,13816
170305,1,16933
170305,2,10632
170305,3,10519
170305,4,14178
170306,1,15083
170306,2,8839
170306,3,10922
170306,4,13932
170307,1,15800
170307,2,9192
170307,3,10613
170307,4,13544
170308,1,17031
170308,2,10849
170308,3,10434
170308,4,13876
170309,1,13095
170309,2,10308
170309,3,10305
170309,4,14886
170310,1,14609
170310,2,11343
170310,3,11426
170310,4,13460
170311,1,14210
170311,2,11583
170311,3,10500
170311,4,14507
170312,1,13351
170312,2,10891
170312,3,11194
170312,4,13658
170313,1,15040
170313,2,11283
170313,3,10804
170313,4,13836
170314,1,16294
170314,2,11621
170314,3,8942
170314,4,15040
170315,1,14354
170315,2,11965
170315,3,10034
170315,4,16343
170316,1,14933
170316,2,12882
170316,3,11797
170316,4,16952
170317,1,14790
170317,2,12796
170317,3,13206
170317,4,16544
170318,1,14619
170318,2,11717
170318,3,10847
170318,4,17530
170319,1,13062
170319,2,12029
170319,3,11915
170319,4,19292
170320,1,14902
170320,2,11612
170320,3,10169
170320,4,18933
170321,1,12618
170321,2,12147
170321,3,11847
170321,4,17107
170322,1,13815
170322,2,12557
170322,3,11733
170322,4,18241
170323,1,13164
170323,2,13154
170323,3,13127
170323,4,17698
170324,1,15607
170324,2,11486
170324,3,13221
170324,4,17519
170325,1,15319
170325,2,13312
170325,3,13819
170325,4,17773
170326,1,15841
170326,2,13995
170326,3,14309
170326,4,17236
170327,1,14755
170327,2,13116
170327,3,14998
170327,4,17267
170328,1,15245
170328,2,14434
170328,3,15583
170328,4,18197
170329,1,14556
170329,2,14021
170329,3,13142
170329,4,20550
170330,1,12851
170330,2,13137
170330,3,13701
170330,4,20156
170331,1,13531
170331,2,15962
170331,3,16281
170331,4,17916
170332,1,14256
170332,2,13484
170332,3,14520
170332,4,19918
170333,1,15397
170333,2,14012
170333,3,15682
170333,4,18670
170334,1,13739
170334,2,15730
170334,3,16954
170334,4,19928
170335,1,15555
170335,2,14441
170335,3,15887
170335,4,21199
170336,1,14367
170336,2,14140
170336,3,14702
170336,4,22188
170337,1,13435
170337,2,16338
170337,3,15757
170337,4,21981
170338,1,16506
170338,2,16278
170338,3,16625
170338,4,20697
170339,1,15032
170339,2,17108
170339,3,18971
170339,4,21372
170340,1,18293
170340,2,17934
170340,3,19085
170340,4,22598
170341,1,16708
170341,2,14100
170341,3,16168
170341,4,21950
170342,1,16959
170342,2,18053
170342,3,17691
170342,4,21822
170343,1,13418
170343,2,17156
170343,3,19851
170343,4,21425
170344,1,13734
170344,2,16596
170344,3,22137
170344,4,24328
170345,1,10890
170345,2,15139
170345,3,19378
170345,4,30378
170346,1,10825
170346,2,19150
170346,3,19012
170346,4,27196
170347,1,14040
170347,2,14888
170347,3,17969
170347,4,25250
170348,1,13267
170348,2,19703
170348,3,20813
170348,4,26398
170349,1,13844
170349,2,19106
170349,3,20277
170349,4,22561
170350,1,12551
170350,2,18679
170350,3,21665
170350,4,24726
170351,1,13876
170351,2,14310
170351,3,25295
170351,4,27629
170352,1,14040
170352,2,16542
170352,3,22501
170352,4,24720
170353,1,10117
170353,2,14066
170353,3,21847
170353,4,26285
170354,1,12458
170354,2,19500
170354,3,19222
170354,4,24709
170355,1,11819
170355,2,21809
170355,3,22211
170355,4,24617
170356,1,11212
170356,2,18860
170356,3,21541
170356,4,26858
170357,1,13253
170357,2,17430
170357,3,23191
170357,4,25567
170358,1,12991
170358,2,17098
170358,3,24006
170358,4,28680
170359,1,12460
170359,2,21221
170359,3,25780
170359,4,26314
170360,1,13088
170360,2,15541
170360,3,24958
170360,4,28209
170361,1,11470
170361,2,18529
170361,3,23920
170361,4,28110
170362,1,12727
170362,2,18566
170362,3,23810
170362,4,28893
170363,1,11549
170363,2,20168
170363,3,21559
170363,4,30092
170364,1,12741
170364,2,19623
170364,3,22836
170364,4,29053
170365,1,10744
170365,2,23474
170365,3,27438
170365,4,30684
170366,1,11812
170366,2,23766
170366,3,21744
170366,4,28147
170367,1,16270
170367,2,23030
170367,3,22186
170367,4,29878
170368,1,16037
170368,2,30471
170368,3,26274
170368,4,31644
170369,1,13375
170369,2,17507
170369,3,27218
170369,4,29511
170370,1,14527
170370,2,19734
170370,3,22410
170370,4,30474
170874,1,12551
170874,2,20055
170874,3,16110
170874,4,21820
170875,1,11162
170875,2,19938
170875,3,21497
170875,4,22335
170876,1,18436
170876,2,24386
170876,3,28672
170876,4,21700
170877,1,15908
170877,2,30690
170877,3,29140
170877,4,18663
170878,1,8409
170878,2,18022
170878,3,24616
170878,4,20113
170879,1,5999
170879,2,26039
170879,3,17918
170879,4,27226
170880,1,8828
170880,2,16475
170880,3,29949
170880,4,17812
170881,1,11061
170881,2,22692
170881,3,18274
170881,4,22078
170882,1,10562
170882,2,17436
170882,3,21034
170882,4,18987
170883,3,16966
170883,4,23930
170884,1,10130
170884,2,16906
170884,3,15983
170884,4,21452
170885,1,5411
170885,2,29665
170885,3,17772
170885,4,20150
170886,1,11469
170886,2,23519
170886,3,17196
170886,4,17807
170887,1,18372
170887,2,19600
170887,4,17270
170888,1,14221
170888,2,18975
170888,3,20676
170888,4,21336
170889,1,19066
170889,2,16060
170889,3,17034
170889,4,13446
170890,1,14730
170890,2,18053
170890,4,16628
170891,2,11171
170891,4,18595
170892,1,9353
170892,2,14750
170892,3,11171
170892,4,20196
170893,1,14883
170893,2,21805
170893,3,16800
170893,4,18342
170894,1,42514
170894,2,10208
170894,3,22507
170894,4,18639
170895,1,25377
170895,2,24246
170895,3,21237
170895,4,18500
170896,1,26043
170896,2,24717
170896,3,19807
170896,4,14902
170897,1,11784
170897,2,20700
170897,3,20783
